nome,nota,setor
SundaySky,"4,5",Tecnologia da informação
GoFasti,"4,1",Tecnologia da informação
Fasters,"4,3",Tecnologia da informação
Granular,"4,0",Tecnologia da informação
CapeStart,"4,1",Tecnologia da informação
Able,"4,0",Tecnologia da informação
Aptos,"4,1",Tecnologia da informação
Lumar,"4,1",Tecnologia da informação
Even,"4,6",Tecnologia da informação
Anveta,"4,0",Tecnologia da informação
B2B Soft,"4,5",Tecnologia da informação
RECRUT.AI,"4,6",Tecnologia da informação
SAT Soluções,"4,8",Tecnologia da informação
Remerge,"4,4",Tecnologia da informação
FileCloud,"4,7",Tecnologia da informação
Moxa Inc.,"4,1",Tecnologia da informação
Redis,"4,3",Tecnologia da informação
SX,"4,2",Tecnologia da informação
Trace3,"4,1",Tecnologia da informação
Tekoa,"4,0",Tecnologia da informação
AFour Technologies,"4,0",Tecnologia da informação
Digital OnUs,"4,2",Tecnologia da informação
Closer,"4,0",Tecnologia da informação
iShareLife,"4,6",Tecnologia da informação
4Matt,"4,5",Tecnologia da informação
Valimail,"4,0",Tecnologia da informação
MyWork (Brazil),"4,0",Tecnologia da informação
Escalasoft Tecnologia,"4,2",Tecnologia da informação
"Associação de Saúde, Esporte, Lazer e Cultura","4,0",Tecnologia da informação
Coconut Software,"4,1",Tecnologia da informação
Factored,"4,7",Tecnologia da informação
Nu Info Systems,"4,0",Tecnologia da informação
InfoCenter.io,"4,5",Tecnologia da informação
Winker,"4,5",Tecnologia da informação
Musixmatch,"4,2",Tecnologia da informação
UOL UNIVERSO ONLINE,"4,3",Tecnologia da informação
Azul Systems,"4,5",Tecnologia da informação
SuaTV,"4,5",Tecnologia da informação
W16,"4,1",Tecnologia da informação
Capyba HUB,"4,6",Tecnologia da informação
Mobile Saúde,"4,6",Tecnologia da informação
Plin Condomínios,"4,6",Tecnologia da informação
"LMS, Inc.","4,1",Tecnologia da informação
Fave,"4,0",Tecnologia da informação
Cubic Telecom,"4,4",Tecnologia da informação
Rang Technologies,"4,6",Tecnologia da informação
CONSERTO,"4,0",Tecnologia da informação
Solugenix Corporation,"4,1",Tecnologia da informação
Rebelmouse,"4,2",Tecnologia da informação
MoreTasks,"4,3",Tecnologia da informação
Just Digital BR,"4,5",Tecnologia da informação
CS IT Consulting (Brazil),"4,1",Tecnologia da informação
PSA Consultoria,"4,0",Tecnologia da informação
MINEHR,"4,9",Tecnologia da informação
World Wide Web Hosting,"4,2",Tecnologia da informação
carsales,"4,4",Tecnologia da informação
Instant Systems,"4,1",Tecnologia da informação
Blue Coding,"4,5",Tecnologia da informação
Recruit CRM,"4,0",Tecnologia da informação
Strategic Systems,"4,6",Tecnologia da informação
Mestria Automação e Tecnologia,"4,0",Tecnologia da informação
Dante,"4,0",Tecnologia da informação
CYPHER LEARNING,"4,0",Tecnologia da informação
Constructor,"4,7",Tecnologia da informação
SMT Soluções em Tecnologia,"4,4",Tecnologia da informação
Codelitt,"4,8",Tecnologia da informação
Lit Collective,"4,5",Tecnologia da informação
SharePrime,"4,6",Tecnologia da informação
Mindsight,"4,3",Tecnologia da informação
Heap,"4,6",Tecnologia da informação
Bindflow,"4,8",Tecnologia da informação
CreatorIQ,"4,1",Tecnologia da informação
UNspecified,"4,1",Tecnologia da informação
Launch Potato,"4,0",Tecnologia da informação
Justweb,"4,4",Tecnologia da informação
Yello,"4,0",Tecnologia da informação
Novigo Solutions,"4,2",Tecnologia da informação
Anblicks,"4,4",Tecnologia da informação
TECNUN,"4,0",Tecnologia da informação
SkyTech Solutions,"4,1",Tecnologia da informação
Touch Tecnologia,"4,3",Tecnologia da informação
AdvBox,"4,4",Tecnologia da informação
Magic Software (Israel),"4,0",Tecnologia da informação
SAP Business Objects,"4,2",Tecnologia da informação
Angara,"4,2",Tecnologia da informação
SCC Check,"4,9",Tecnologia da informação
Truora,"4,1",Tecnologia da informação
Hugo Technologies,"4,6",Tecnologia da informação
Netfive,"4,1",Tecnologia da informação
Onnitech,"4,8",Tecnologia da informação
Trade Me,"4,2",Tecnologia da informação
Greenn Company,"4,8",Tecnologia da informação
Ledger,"4,0",Tecnologia da informação
Epson Europe,"4,1",Tecnologia da informação
Cantina,"4,5",Tecnologia da informação
Teranet,"4,1",Tecnologia da informação
Computer Aided Technology,"4,4",Tecnologia da informação
ITcompany,"4,0",Tecnologia da informação
Enviou Serviços de Marketing,"4,3",Tecnologia da informação
Swvl,"4,1",Tecnologia da informação
Colgate Global Business Services,"4,3",Tecnologia da informação
Clarion Technologies,"4,3",Tecnologia da informação
Magenic,"4,2",Tecnologia da informação
Cotabox,"4,6",Tecnologia da informação
AKQA Leap,"4,8",Tecnologia da informação
Artsy,"4,0",Tecnologia da informação
DuckDuckGo,"4,6",Tecnologia da informação
CMS Info Systems,"4,1",Tecnologia da informação
Droom,"4,0",Tecnologia da informação
Plathanus,"5,0",Tecnologia da informação
Ava Labs,"4,2",Tecnologia da informação
AGIT,"4,1",Tecnologia da informação
Whitespectre,"4,8",Tecnologia da informação
Crema,"4,4",Tecnologia da informação
Ziontech Solutions,"4,4",Tecnologia da informação
Avani Technology Solutions,"4,5",Tecnologia da informação
smartclip,"4,0",Tecnologia da informação
Informatec,"4,0",Tecnologia da informação
CloudPay,"4,3",Tecnologia da informação
Prediktive,"4,4",Tecnologia da informação
Scalio,"4,5",Tecnologia da informação
Origin,"4,2",Tecnologia da informação
Run2biz,"4,2",Tecnologia da informação
Retail Payment Ecosystem,"4,0",Tecnologia da informação
Iventis,"4,6",Tecnologia da informação
Programator Web,"4,4",Tecnologia da informação
Somativa,"4,8",Tecnologia da informação
Rhizom,"4,2",Tecnologia da informação
Multilogin,"4,1",Tecnologia da informação
Quay Brasil,"4,0",Tecnologia da informação
Canopus Infosystems,"4,5",Tecnologia da informação
Value Point Systems,"4,0",Tecnologia da informação
Londrisoft Informática,"4,3",Tecnologia da informação
Tool Business Soluções em Tecnologia,"4,0",Tecnologia da informação
EMPREGARE.com,"4,0",Tecnologia da informação
WAES,"4,4",Tecnologia da informação
Plasma,"4,0",Tecnologia da informação
Cloud Big Data Technologies LLC,"4,5",Tecnologia da informação
Guardicore,"4,9",Tecnologia da informação
1E,"4,5",Tecnologia da informação
HeadHunter,"4,7",Tecnologia da informação
OfferFit,"4,9",Tecnologia da informação
Belatrix,"4,2",Tecnologia da informação
IDS Infotech Limited,"4,1",Tecnologia da informação
NetSupport,"4,6",Tecnologia da informação
Thaloz,"4,4",Tecnologia da informação
TWG,"4,4",Tecnologia da informação
Appcues,"4,9",Tecnologia da informação
SMX,"4,1",Tecnologia da informação
Thoughtful Automation,"4,2",Tecnologia da informação
Socio,"4,9",Tecnologia da informação
ZakApps,"4,5",Tecnologia da informação
JustWatch,"4,0",Tecnologia da informação
Speechify,"4,4",Tecnologia da informação
Embrasac,"4,1",Tecnologia da informação
Oxeanbits,"4,9",Tecnologia da informação
Akshaya,"4,0",Tecnologia da informação
iPORT Solutions,"4,0",Tecnologia da informação
Alliant Technology Group,"4,1",Tecnologia da informação
Oura,"4,3",Tecnologia da informação
PDM&FC,"4,0",Tecnologia da informação
IT Automation,"4,7",Tecnologia da informação
Tunts.Rocks,"4,5",Tecnologia da informação
Canopus Informática,"4,6",Tecnologia da informação
SARA,"4,0",Tecnologia da informação
Lexart,"4,9",Tecnologia da informação
Tenchi Security,"4,9",Tecnologia da informação
RCR Technology Corp.,"4,0",Tecnologia da informação
Sults,"4,4",Tecnologia da informação
Agência N1,"4,7",Tecnologia da informação
Statusneo,"4,0",Tecnologia da informação
Margo,"4,1",Tecnologia da informação
iconsoft,"4,7",Tecnologia da informação
DB Systel,"4,2",Tecnologia da informação
beAnalytic (Brazil),"4,6",Tecnologia da informação
Camunda,"4,1",Tecnologia da informação
Wivoo,"4,2",Tecnologia da informação
MHK,"4,5",Tecnologia da informação
JivoChat,"4,0",Tecnologia da informação
Index.com,"4,1",Tecnologia da informação
NuVidio,"4,7",Tecnologia da informação
Anlage HRO Services,"4,2",Tecnologia da informação
Classy Llama,"4,1",Tecnologia da informação
B2W Software,"4,0",Tecnologia da informação
Global Web Technologies,"4,1",Tecnologia da informação
ICC,"4,5",Tecnologia da informação
Softjourn,"4,7",Tecnologia da informação
Hack The Box,"4,6",Tecnologia da informação
EBS- IT Services (Brazil),"4,7",Tecnologia da informação
RCZ Soluções,"4,4",Tecnologia da informação
Sumsub,"4,3",Tecnologia da informação
Xperience,"4,3",Tecnologia da informação
Techport Thirteen,"4,3",Tecnologia da informação
iByte Infomatics,"4,4",Tecnologia da informação
SEON,"4,3",Tecnologia da informação
vCom Solutions,"4,3",Tecnologia da informação
Kanttum,"4,0",Tecnologia da informação
Cortex,"4,8",Tecnologia da informação
Cyral,"4,5",Tecnologia da informação
SYSPRO,"4,1",Tecnologia da informação
Hub2b Software,"4,2",Tecnologia da informação
Intercity Technology,"4,5",Tecnologia da informação
Global IT,"4,5",Tecnologia da informação
EclecticIQ,"4,2",Tecnologia da informação
OpenMarket,"4,0",Tecnologia da informação
Gauge,"4,7",Tecnologia da informação
Emailage,"4,2",Tecnologia da informação
Senacor Technologies,"4,0",Tecnologia da informação
Amadeus,"4,2",Tecnologia da informação
Dynamix Software (Brazil),"4,1",Tecnologia da informação
Net Solutions,"4,0",Tecnologia da informação
TAAZAA,"4,1",Tecnologia da informação
Levelset,"4,3",Tecnologia da informação
PhDsoft,"4,2",Tecnologia da informação
VipRede,"4,2",Tecnologia da informação
Smile.io,"4,3",Tecnologia da informação
Crystal Equation,"4,3",Tecnologia da informação
Tagit Pte,"4,0",Tecnologia da informação
Rostelecom,"4,0",Tecnologia da informação
Databox,"4,2",Tecnologia da informação
CoConstruct,"4,2",Tecnologia da informação
Bondy (Brazil),"4,7",Tecnologia da informação
Rudder Analytics,"4,1",Tecnologia da informação
AFAS Software,"4,8",Tecnologia da informação
"ExaGrid Systems, Inc.","4,3",Tecnologia da informação
Teravision Technologies,"4,4",Tecnologia da informação
Circle (NY),"4,7",Tecnologia da informação
Cleverti,"4,6",Tecnologia da informação
ARPhoenix,"4,1",Tecnologia da informação
Vert Analytics,"4,0",Tecnologia da informação
Approvata,"4,3",Tecnologia da informação
Apllos Solutions,"4,6",Tecnologia da informação
Siena (Brazil),"4,3",Tecnologia da informação
Área Central,"4,6",Tecnologia da informação
GoEPIK,"4,4",Tecnologia da informação
EAI Technologies,"4,2",Tecnologia da informação
Smals,"4,2",Tecnologia da informação
TLM,"4,2",Tecnologia da informação
Superhuman,"4,5",Tecnologia da informação
Vision Tech Solutions,"4,1",Tecnologia da informação
Huatai Securities,"4,0",Tecnologia da informação
Invideo,"4,0",Tecnologia da informação
TeamSoft,"4,4",Tecnologia da informação
HypeAuditor,"5,0",Tecnologia da informação
Mobisoft Infotech,"4,5",Tecnologia da informação
Azapfy,"4,3",Tecnologia da informação
Ez.devs,"4,9",Tecnologia da informação
OW Interactive,"4,2",Tecnologia da informação
SoftPlan Systems,"4,1",Tecnologia da informação
Draft,"4,2",Tecnologia da informação
Quales Group,"4,3",Tecnologia da informação
Yoyo,"4,3",Tecnologia da informação
ScadaHUB,"4,6",Tecnologia da informação
Acciona IT,"4,1",Tecnologia da informação
Tractable,"4,2",Tecnologia da informação
Paradigma Digital,"4,3",Tecnologia da informação
Roost,"4,4",Tecnologia da informação
Adlook,"4,8",Tecnologia da informação
SSYS Sistemas e Soluções Tecnológicas,"4,6",Tecnologia da informação
Sunne Energias Renováveis,"4,0",Tecnologia da informação
Bungee,"4,2",Tecnologia da informação
TTS Solutions,"4,0",Tecnologia da informação
Bitzen Tecnologia,"4,6",Tecnologia da informação
Adejo,"4,1",Tecnologia da informação
Deltapoint,"4,4",Tecnologia da informação
Atonit,"4,8",Tecnologia da informação
Questionpro,"4,2",Tecnologia da informação
7Graus,"4,1",Tecnologia da informação
Kyoto,"4,1",Tecnologia da informação
Virtuagym,"4,0",Tecnologia da informação
Kalibrate,"4,1",Tecnologia da informação
PCS Global Tech,"4,3",Tecnologia da informação
GETT Tecnologia para Comércio Exterior,"4,5",Tecnologia da informação
CRM7,"4,2",Tecnologia da informação
Grabr,"4,1",Tecnologia da informação
Oplium,"4,3",Tecnologia da informação
Homebase,"4,1",Tecnologia da informação
Vio.com,"4,5",Tecnologia da informação
Voltbras,"4,8",Tecnologia da informação
Strider,"4,8",Tecnologia da informação
Savings United,"4,6",Tecnologia da informação
Impel,"4,2",Tecnologia da informação
Teamsoft Tecnologia e Sistemas,"4,5",Tecnologia da informação
Kikker,"4,5",Tecnologia da informação
Belluno,"4,7",Tecnologia da informação
WS Solutions,"4,1",Tecnologia da informação
PlanetArt,"4,3",Tecnologia da informação
Modelo,"4,2",Tecnologia da informação
FGM,"4,0",Tecnologia da informação
Dice,"4,2",Tecnologia da informação
Gem,"4,6",Tecnologia da informação
Espresso,"4,4",Tecnologia da informação
Nativo,"4,0",Tecnologia da informação
WebPic,"4,5",Tecnologia da informação
Signativa,"4,8",Tecnologia da informação
AAXIS,"4,0",Tecnologia da informação
LabVantage,"4,3",Tecnologia da informação
vTech Solution,"4,3",Tecnologia da informação
Leal,"4,4",Tecnologia da informação
Wise System,"4,3",Tecnologia da informação
Atidiv,"4,2",Tecnologia da informação
MediaAgility,"4,1",Tecnologia da informação
DataCore,"4,4",Tecnologia da informação
Jotform,"4,5",Tecnologia da informação
GIC (Brasil),"4,2",Tecnologia da informação
TiqueTaque,"5,0",Tecnologia da informação
Weduu Top Line Mining,"4,4",Tecnologia da informação
Hyti Consultoria e Comércio de Tecnologia,"4,2",Tecnologia da informação
Lago Consultoria,"4,4",Tecnologia da informação
eHealth Africa,"4,2",Tecnologia da informação
INFOMATICS,"4,1",Tecnologia da informação
Qualità Informática,"4,7",Tecnologia da informação
SManager,"4,0",Tecnologia da informação
Chatbot Maker,"4,8",Tecnologia da informação
Actminds,"4,5",Tecnologia da informação
Quali,"4,2",Tecnologia da informação
Bunny Studio,"4,1",Tecnologia da informação
HiLabs,"4,3",Tecnologia da informação
Weltsolutions,"4,7",Tecnologia da informação
Fornax Tecnologia,"4,2",Tecnologia da informação
Isoftech,"4,3",Tecnologia da informação
TRM Labs,"4,0",Tecnologia da informação
Macadamian,"4,0",Tecnologia da informação
Mitra Tecnologia,"4,1",Tecnologia da informação
JSI Telecom,"4,2",Tecnologia da informação
thoughtbot,"4,3",Tecnologia da informação
HandOver,"4,4",Tecnologia da informação
GlobalVox,"4,1",Tecnologia da informação
ANM,"4,2",Tecnologia da informação
Hubs,"4,1",Tecnologia da informação
SambaSafety,"4,4",Tecnologia da informação
Labcodes,"5,0",Tecnologia da informação
Get In,"4,5",Tecnologia da informação
SADAS (Italy),"4,8",Tecnologia da informação
Encamp,"4,3",Tecnologia da informação
Unitel,"4,1",Tecnologia da informação
Plative,"4,4",Tecnologia da informação
IIT,"4,1",Tecnologia da informação
MTech Systems USA,"4,2",Tecnologia da informação
Trisync,"4,7",Tecnologia da informação
Data Lawyer,"4,7",Tecnologia da informação
Anbetec Tecnologia,"4,0",Tecnologia da informação
Quiq,"4,0",Tecnologia da informação
Interfusão Software & Serviços,"4,3",Tecnologia da informação
FCI CCM,"4,6",Tecnologia da informação
JellyFish Technologies,"4,4",Tecnologia da informação
arionkoder,"4,4",Tecnologia da informação
ASYST Technologies,"4,0",Tecnologia da informação
BioCatch,"4,7",Tecnologia da informação
LAB3,"4,1",Tecnologia da informação
Symbio,"4,0",Tecnologia da informação
Athyna,"4,9",Tecnologia da informação
Airtime,"4,0",Tecnologia da informação
Beesby,"4,3",Tecnologia da informação
One4 (Brazil),"4,4",Tecnologia da informação
Bliss Applications,"4,4",Tecnologia da informação
Parrot Analytics,"4,2",Tecnologia da informação
LOVOO,"4,3",Tecnologia da informação
DígithoBrasil,"4,0",Tecnologia da informação
Indy,"4,2",Tecnologia da informação
CWS Technology,"4,6",Tecnologia da informação
Planned,"4,6",Tecnologia da informação
Persefoni,"4,1",Tecnologia da informação
